"","date","totaltest","state","order","newcases","dailytest","positive.rate","dayofweek"
"432",2020-04-27,202414,"WA",55,369,5797,6.36536139382439,"Monday"
"433",2020-04-28,208382,"WA",56,295,5968,4.94302949061662,"Tuesday"
"434",2020-04-29,214078,"WA",57,328,5696,5.75842696629214,"Wednesday"
"435",2020-04-30,219604,"WA",58,248,5526,4.48787549764748,"Thursday"
"436",2020-05-01,225299,"WA",59,317,5695,5.56628621597893,"Friday"
"437",2020-05-02,228003,"WA",60,112,2704,4.14201183431953,"Saturday"
"438",2020-05-03,229800,"WA",61,84,1797,4.67445742904841,"Sunday"
"439",2020-05-04,236165,"WA",62,386,6365,6.06441476826394,"Monday"
"440",2020-05-05,242290,"WA",63,258,6125,4.21224489795918,"Tuesday"
"441",2020-05-06,248702,"WA",64,289,6412,4.50717404865877,"Wednesday"
"442",2020-05-07,254216,"WA",65,265,5514,4.80594849474066,"Thursday"
"443",2020-05-08,260312,"WA",66,253,6096,4.1502624671916,"Friday"
"444",2020-05-09,262820,"WA",67,128,2508,5.103668261563,"Saturday"
"445",2020-05-10,264596,"WA",68,62,1776,3.49099099099099,"Sunday"
"446",2020-05-11,270794,"WA",69,296,6198,4.7757341077767,"Monday"
"447",2020-05-12,276900,"WA",70,250,6106,4.09433344251556,"Tuesday"
"448",2020-05-13,283044,"WA",71,308,6144,5.01302083333333,"Wednesday"
"449",2020-05-14,289417,"WA",72,271,6373,4.25231445159266,"Thursday"
"450",2020-05-15,295958,"WA",73,263,6541,4.02079192783978,"Friday"
"451",2020-05-16,299456,"WA",74,118,3498,3.37335620354488,"Saturday"
"452",2020-05-17,301924,"WA",75,64,2468,2.59319286871961,"Sunday"
"453",2020-05-18,310386,"WA",76,319,8462,3.76979437485228,"Monday"
"454",2020-05-19,319019,"WA",77,298,8633,3.45187072859956,"Tuesday"
"455",2020-05-20,326079,"WA",78,268,7060,3.79603399433428,"Wednesday"
"456",2020-05-21,331812,"WA",79,296,5733,5.16309087737659,"Thursday"
"457",2020-05-22,337656,"WA",80,313,5844,5.35592060232717,"Friday"
"458",2020-05-23,341006,"WA",81,149,3350,4.44776119402985,"Saturday"
"459",2020-05-24,343829,"WA",82,101,2823,3.57775416223875,"Sunday"
"460",2020-05-25,347132,"WA",83,149,3303,4.51105056009688,"Monday"
"461",2020-05-26,355902,"WA",84,398,8770,4.5381984036488,"Tuesday"
"462",2020-05-27,363211,"WA",85,351,7309,4.80229853605144,"Wednesday"
"463",2020-05-28,370033,"WA",86,300,6822,4.39753737906772,"Thursday"
"464",2020-05-29,376873,"WA",87,345,6840,5.04385964912281,"Friday"
"465",2020-05-30,380960,"WA",88,148,4087,3.62123807193541,"Saturday"
"466",2020-05-31,383882,"WA",89,100,2922,3.42231348391513,"Sunday"
"467",2020-06-01,391905,"WA",90,410,8023,5.11030786488845,"Monday"
"468",2020-06-02,400375,"WA",91,415,8470,4.89964580873672,"Tuesday"
"469",2020-06-03,407704,"WA",92,383,7329,5.22581525446855,"Wednesday"
"470",2020-06-04,414081,"WA",93,330,6377,5.17484710679003,"Thursday"
"471",2020-06-05,422150,"WA",94,393,8069,4.87049200644442,"Friday"
"472",2020-06-06,426922,"WA",95,162,4772,3.39480301760268,"Saturday"
"473",2020-06-07,430047,"WA",96,110,3125,3.52,"Sunday"
"474",2020-06-08,440607,"WA",97,510,10560,4.82954545454545,"Monday"
"475",2020-06-09,452358,"WA",98,408,11751,3.47204493234618,"Tuesday"
"476",2020-06-10,464779,"WA",99,368,12421,2.96272441832381,"Wednesday"
"477",2020-06-11,476749,"WA",100,400,11970,3.34168755221387,"Thursday"
"478",2020-06-12,486386,"WA",101,388,9637,4.02614921656117,"Friday"
"479",2020-06-13,492809,"WA",102,193,6423,3.00482640510665,"Saturday"
"480",2020-06-14,496902,"WA",103,136,4093,3.32274615196677,"Sunday"
"481",2020-06-15,508785,"WA",104,517,11883,4.3507531768072,"Monday"
"482",2020-06-16,521345,"WA",105,494,12560,3.93312101910828,"Tuesday"
"483",2020-06-17,532140,"WA",106,461,10795,4.27049559981473,"Wednesday"
"484",2020-06-18,541935,"WA",107,537,9795,5.48238897396631,"Thursday"
"485",2020-06-19,551941,"WA",108,517,10006,5.16689986008395,"Friday"
"486",2020-06-20,559013,"WA",109,314,7072,4.44004524886878,"Saturday"
"487",2020-06-21,562810,"WA",110,189,3797,4.97761390571504,"Sunday"
"488",2020-06-22,576444,"WA",111,719,13634,5.27358075399736,"Monday"
"489",2020-06-23,589542,"WA",112,616,13098,4.7030080928386,"Tuesday"
"490",2020-06-24,604087,"WA",113,675,14545,4.64077002406325,"Wednesday"
"491",2020-06-25,617320,"WA",114,660,13233,4.98753117206983,"Thursday"
"492",2020-06-26,630907,"WA",115,620,13587,4.56318539780673,"Friday"
"493",2020-06-27,639585,"WA",116,489,8678,5.63493892601982,"Saturday"
"494",2020-06-28,644439,"WA",117,264,4854,5.43881334981459,"Sunday"
"495",2020-06-29,662055,"WA",118,984,17616,5.5858310626703,"Monday"
"496",2020-06-30,679784,"WA",119,902,17729,5.08770940267359,"Tuesday"
"497",2020-07-01,695932,"WA",120,878,16148,5.43720584592519,"Wednesday"
"498",2020-07-02,710743,"WA",121,869,14811,5.86726081966106,"Thursday"
"499",2020-07-03,720812,"WA",122,443,10069,4.39964246697785,"Friday"
"500",2020-07-04,725446,"WA",123,231,4634,4.98489425981873,"Saturday"
"501",2020-07-05,730249,"WA",124,293,4803,6.10035394545076,"Sunday"
"502",2020-07-06,747998,"WA",125,969,17749,5.45946250492986,"Monday"
"503",2020-07-07,765654,"WA",126,1047,17656,5.92999546896239,"Tuesday"
"504",2020-07-08,781051,"WA",127,960,15397,6.23498084042346,"Wednesday"
"505",2020-07-09,793550,"WA",128,842,12499,6.73653892311385,"Thursday"
"506",2020-07-10,807777,"WA",129,841,14227,5.91129542419344,"Friday"
"507",2020-07-11,818120,"WA",130,526,10343,5.08556511650392,"Saturday"
"508",2020-07-12,823502,"WA",131,334,5382,6.20587142326273,"Sunday"
"509",2020-07-13,842062,"WA",132,1070,18560,5.76508620689655,"Monday"
"510",2020-07-14,859975,"WA",133,948,17913,5.29224585496567,"Tuesday"
"511",2020-07-15,876825,"WA",134,962,16850,5.70919881305638,"Wednesday"
"512",2020-07-16,892236,"WA",135,825,15411,5.35331905781585,"Thursday"
"513",2020-07-17,908633,"WA",136,878,16397,5.35463804354455,"Friday"
"514",2020-07-18,918320,"WA",137,524,9687,5.40931144833282,"Saturday"
"515",2020-07-19,923531,"WA",138,334,5211,6.40951832661677,"Sunday"
"516",2020-07-20,941258,"WA",139,990,17727,5.58470130309697,"Monday"
"517",2020-07-21,958315,"WA",140,1084,17057,6.35516210353521,"Tuesday"
"518",2020-07-22,974082,"WA",141,1016,15767,6.44383839665123,"Wednesday"
"519",2020-07-23,988535,"WA",142,871,14453,6.02643049885837,"Thursday"
"520",2020-07-24,1003710,"WA",143,793,15175,5.22570016474465,"Friday"
"521",2020-07-25,1013279,"WA",144,482,9569,5.03709896540913,"Saturday"
"522",2020-07-26,1018223,"WA",145,321,4944,6.49271844660194,"Sunday"
"523",2020-07-27,1035519,"WA",146,973,17296,5.62557816836263,"Monday"
"524",2020-07-28,1051622,"WA",147,909,16103,5.64491088617028,"Tuesday"
"525",2020-07-29,1066898,"WA",148,875,15276,5.72793925111286,"Wednesday"
"526",2020-07-30,1081486,"WA",149,733,14588,5.02467781738415,"Thursday"
"527",2020-07-31,1096302,"WA",150,687,14816,4.63687904967603,"Friday"
"528",2020-08-01,1105298,"WA",151,410,8996,4.55758114717652,"Saturday"
"529",2020-08-02,1110085,"WA",152,228,4787,4.76289951953207,"Sunday"
"530",2020-08-03,1127619,"WA",153,840,17534,4.79069236911144,"Monday"
"531",2020-08-04,1143993,"WA",154,839,16374,5.1239770367656,"Tuesday"
"532",2020-08-05,1159061,"WA",155,725,15068,4.81152110432705,"Wednesday"
"533",2020-08-06,1173650,"WA",156,706,14589,4.83926245801631,"Thursday"
"534",2020-08-07,1188665,"WA",157,659,15015,4.38894438894439,"Friday"
"535",2020-08-08,1198007,"WA",158,366,9342,3.91779062299294,"Saturday"
"536",2020-08-09,1202997,"WA",159,195,4990,3.90781563126252,"Sunday"
"537",2020-08-10,1221951,"WA",160,803,18954,4.23657275509127,"Monday"
"538",2020-08-11,1237902,"WA",161,683,15951,4.28186320606858,"Tuesday"
"539",2020-08-12,1254514,"WA",162,601,16612,3.61786660245606,"Wednesday"
"540",2020-08-13,1269631,"WA",163,606,15117,4.00873189124826,"Thursday"
"541",2020-08-14,1284141,"WA",164,623,14510,4.29359062715369,"Friday"
"542",2020-08-15,1292977,"WA",165,345,8836,3.90448166591218,"Saturday"
"543",2020-08-16,1297928,"WA",166,150,4951,3.02969097152091,"Sunday"
"544",2020-08-17,1314115,"WA",167,640,16187,3.95379007845802,"Monday"
"545",2020-08-18,1329216,"WA",168,598,15101,3.9600026488312,"Tuesday"
"546",2020-08-19,1344043,"WA",169,563,14827,3.79712686315505,"Wednesday"
"547",2020-08-20,1356868,"WA",170,443,12825,3.4541910331384,"Thursday"
"548",2020-08-21,1369264,"WA",171,441,12396,3.55759922555663,"Friday"
"549",2020-08-22,1376533,"WA",172,184,7269,2.53129728986105,"Saturday"
"550",2020-08-23,1379036,"WA",173,61,2503,2.43707550938873,"Sunday"
"551",2020-08-24,1380050,"WA",174,22,1014,2.16962524654832,"Monday"
"552",2020-08-25,1380050,"WA",175,0,0,NA,"Tuesday"
"553",2020-08-26,1380104,"WA",176,24,54,44.4444444444444,"Wednesday"
"554",2020-08-27,1391309,"WA",177,456,11205,4.06961178045515,"Thursday"
"555",2020-08-28,1408164,"WA",178,542,16855,3.21566300800949,"Friday"
"556",2020-08-29,1423771,"WA",179,598,15607,3.83161401935029,"Saturday"
"557",2020-08-30,1461354,"WA",180,1019,37583,2.71133225128382,"Sunday"
"558",2020-08-31,1461354,"WA",181,0,0,NA,"Monday"
"559",2020-09-01,1473245,"WA",182,315,11891,2.64906231603734,"Tuesday"
"560",2020-09-02,1480039,"WA",183,304,6794,4.47453635560789,"Wednesday"
"561",2020-09-03,1496353,"WA",184,438,16314,2.68481059212946,"Thursday"
"562",2020-09-04,1518089,"WA",185,479,21736,2.20371733529628,"Friday"
"563",2020-09-05,1534090,"WA",186,479,16001,2.99356290231861,"Saturday"
"564",2020-09-06,1550477,"WA",187,501,16387,3.05730151949716,"Sunday"
"565",2020-09-07,1563053,"WA",188,399,12576,3.17270992366412,"Monday"
"566",2020-09-08,1563053,"WA",189,0,0,NA,"Tuesday"
"567",2020-09-09,1583903,"WA",190,774,20850,3.71223021582734,"Wednesday"
"568",2020-09-10,1597987,"WA",191,458,14084,3.25191706901448,"Thursday"
"569",2020-09-11,1614748,"WA",192,544,16761,3.24562973569596,"Friday"
"570",2020-09-12,1631162,"WA",193,465,16414,2.83294748385525,"Saturday"
"571",2020-09-13,1644585,"WA",194,350,13423,2.60746479922521,"Sunday"
"572",2020-09-14,1653967,"WA",195,312,9382,3.32551694734598,"Monday"
"573",2020-09-15,1665715,"WA",196,327,11748,2.78345250255363,"Tuesday"
"574",2020-09-16,1676702,"WA",197,347,10987,3.15827796486757,"Wednesday"
"575",2020-09-17,1691047,"WA",198,386,14345,2.69083304287208,"Thursday"
"576",2020-09-18,1704670,"WA",199,404,13623,2.96557292813624,"Friday"
"577",2020-09-19,1704670,"WA",200,0,0,NA,"Saturday"
"578",2020-09-20,1723040,"WA",201,597,18370,3.24986390854654,"Sunday"
"579",2020-09-21,1736556,"WA",202,349,13516,2.58212488902042,"Monday"
"580",2020-09-22,1740899,"WA",203,645,4343,14.8514851485149,"Tuesday"
"581",2020-09-23,1740899,"WA",204,0,0,NA,"Wednesday"
"582",2020-09-24,1743296,"WA",205,509,2397,21.2348769294952,"Thursday"
